Company Name,Company Score,Alignment,Budget,Demand,Data Quality,Dev,F2P,Mobile,Fresh,Revenue,Funding,Headcount,Status,Volatility,Revenue ∆,Runway ∆,Headcount ∆,Hiring,URL,Country,FLAG,Notes,Discover Source,Created Date,Updated Date,Normalized Name
Heaven Group,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,heavenroleplay.com.br,United Kingdom,,,,,2025-09-09,heaven
Backstage Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,bstage.ca,Canada,,,,,2025-09-09,backstage
PIGGY GO FREE DICE AND SPINS GENERATOR 2022,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/piggy-go-free-dice-and-spins-generator-2022,United Kingdom,,,,,2025-09-09,piggy go free dice and spins generator
hitcap esports,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,hitcap.lol,Germany,,,,,2025-09-09,hitcap esports
Avocoder,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,avocoder.com,United States,,,,,2025-09-09,avocoder
Auralux Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,auraluxgames.com,United Kingdom,,,,,2025-09-09,auralux
Atomic Powered Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/atomic-powered-games,United Kingdom,,,,,2025-09-09,atomic powered
Astravelari,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,astravelari.com,United States,,,,,2025-09-09,astravelari
North Esports,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,north.gg,Denmark,,,,,2025-09-09,north esports
Area730,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,area730.com,Ukraine,,,,,2025-09-09,area730
Boxiz,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,boxiz.com,United States,,,,,2025-09-09,boxiz
IGDA Kymenlaakso Hub,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/igda-kymenlaakso-hub,Finland,,,,,2025-09-09,igda kymenlaakso hub
Arcadelia AB,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,arcadelia.com,Sweden,,,,,2025-09-09,arcadelia
Groovy Antoid,9.9,0.0,32.2,0.0,,0.0,0.0,0.0,0.0,59.4,0.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,groovyantoid.com,,,,,,2025-09-09,groovy antoid
Arab Online Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,arabonlinegames.com,United States,,,,,2025-09-09,arab online
Apricot Games Armenia,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/apricot-games,Armenia,,,,,2025-09-09,apricot armenia
Appy Entertainment,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,appyentertainment.com,United States,,,,,2025-09-09,appy
AppEastern,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,appeastern.com,United States,,,,,2025-09-09,appeastern
Aporte Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,aportegames.com,Puerto Rico,,,,,2025-09-09,aporte
Atled Technologies Private Limited,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,atledtechnologies.com,India,,,,,2025-09-09,atled technologies
Virtual Dreams Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,vrplaypark.com,Czech Republic,,,,,2025-09-09,virtual dreams
ProsocialLearn,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,prosociallearn.eu,Sweden,,,,,2025-09-09,prosociallearn
Shield Break Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,shieldbreak.com,United States,,,,,2025-09-09,shield break
Vicious Ibis Arts,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,viciousibisarts.com,Sweden,,,,,2025-09-09,vicious ibis arts
Educa Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,educastudio.com,Indonesia,,,,,2025-09-09,educa
Steele Game Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/rocket-fuel-technologies,United States,,,,,2025-09-09,steele
Sticky Puzzles,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,stickypuzzles.com,United Kingdom,,,,,2025-09-09,sticky puzzles
Stomp Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,stompgames.com,United States,,,,,2025-09-09,stomp
EarnType Mobile,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,earntype.com,Nigeria,,,,,2025-09-09,earntype
XPLAY.GG,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/xplay-gg,Cyprus,,,,,2025-09-09,xplay gg
Gamebase+,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,gamebaseplus.co.uk,United Kingdom,,,,,2025-09-09,gamebase
StrayShot,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,strayshot.game,United Arab Emirates,,,,,2025-09-09,strayshot
StrayStorm Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,straystorm.github.io,United States,,,,,2025-09-09,straystorm
Studio Impasse,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/studio-impasse,United States,,,,,2025-09-09,impasse
Studio V,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,studiovgames.com,Italy,,,,,2025-09-09,
WeOne,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,weone.co,Singapore,,,,,2025-09-09,weone
w7m esports,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,w7mesports.com,Brazil,,,,,2025-09-09,w7m esports
Virtual Greats,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,virtualgreats.com,United States,,,,,2025-09-09,virtual greats
Draw & Code,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,drawandcode.com,United Kingdom,,,,,2025-09-09,draw code
Video Game Development Club at Fredonia,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/video-game-development-club-at-fredonia,United States,,,,,2025-09-09,video development club at fredonia
Victory E-sports,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/victory-e-sports,Saudi Arabia,,,,,2025-09-09,victory e sports
DRAGO entertainment,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,drago-entertainment.com,Poland,,,,,2025-09-09,drago
DownTownEastside Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,desgames.com,Canada,,,,,2025-09-09,downtowneastside
Survivol Lake,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/survivol-lake,Finland,,,,,2025-09-09,survivol lake
DNR Game Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,dnrgamestudio.com,,,,,,2025-09-09,dnr
Egg ball,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,eggball-games.com,France,,,,,2025-09-09,egg ball
Eidos-Sherbrooke,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/eidossherbrooke,Canada,,,,,2025-09-09,eidos sherbrooke
Elevation3D Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,elevationstudio.xyz,Ukraine,,,,,2025-09-09,elevation3d
Errors Party,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,errorsparty.no,Norway,,,,,2025-09-09,errors party
Eyecon Services,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,eyecon.com.au,Australia,,,,,2025-09-09,eyecon
Silverball Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,silverballstudios.com,United Kingdom,,,,,2025-09-09,silverball
Eyecatch Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,eyecatchstudio.ca,Canada,,,,,2025-09-09,eyecatch
Silverlode Interactive,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,silverlodeinteractive.com,United States,,,,,2025-09-09,silverlode
Skydream,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,skydreamvr.com,,,,,,2025-09-09,skydream
AMS Game Development Association,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,amsgda.com,Canada,,,,,2025-09-09,ams development association
Skywind,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,tesrskywind.com,,,,,,2025-09-09,skywind
Eternal Station,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,eternalstation.com,Ukraine,,,,,2025-09-09,eternal station
SlipShift,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,slipshift.net,Germany,,,,,2025-09-09,slipshift
Snail Racing,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,snailracing.app,Vietnam,,,,,2025-09-09,snail racing
Spiderlight Entertainment,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,spiderlightentertainment.com,United Kingdom,,,,,2025-09-09,spiderlight
ePulze,9.9,0.0,32.2,0.0,,0.0,0.0,0.0,0.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,epulze
SnowFury Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,snowfurystudios.com,United States,,,,,2025-09-09,snowfury
Enver Experience,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,enverexperience.com,United States,,,,,2025-09-09,enver experience
Soho Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,sohogames.co,United Kingdom,,,,,2025-09-09,soho
Some Pixels,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,somepixels.net,United Kingdom,,,,,2025-09-09,some pixels
Sonic Boom,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,sonicboomthailand.com,,,,,,2025-09-09,sonic boom
Space Raccoons,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,spaceraccoons.co.uk,United Kingdom,,,,,2025-09-09,space raccoons
Spear Interactive,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,spearinteractive.com,Canada,,,,,2025-09-09,spear
Spherisol Technology Private Limited,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,spherisolgames.com,India,,,,,2025-09-09,spherisol
Divisive Media,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,divisivemedia.com,Australia,,,,,2025-09-09,divisive
Tangra Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,tangrastudios.com,Bulgaria,,,,,2025-09-09,tangra
Tap4Fun Paris Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/tap4fun-paris-studio,France,,,,,2025-09-09,tap4fun paris
Gamer Green UK,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,gamergreen.com,United Kingdom,,,,,2025-09-09,gamer green uk
Ubaste Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,ubaste.io,Turkey,,,,,2025-09-09,ubaste
Seven Academy,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,sevenacademy.com,Canada,,,,,2025-09-09,seven academy
Clickgamer,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/clickgamer-technologies-ltd,United Kingdom,,,,,2025-09-09,clickgamer
CiGA China Independent Game Alliance 中国独立游戏联盟,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,ciga.me,China,,,,,2025-09-09,ciga china independent alliance
Unicorn Pirates Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,unicornpirates.co,Finland,,,,,2025-09-09,unicorn pirates
Cidiverte S.p.a,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,cidiverte.it,Italy,,,,,2025-09-09,cidiverte p
Robloxian Developers,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,roblox.com,United Kingdom,,,,,2025-09-09,robloxian developers
Wild Pockets,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/wild-pockets_2,United States,,,,,2025-09-09,wild pockets
UNSEEN,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,unseen-tokyo.com,Japan,,,,,2025-09-09,unseen
Chat Republic Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/chat-republic-games,Italy,,,,,2025-09-09,chat republic
Shell Tournaments,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/shelltournaments,France,,,,,2025-09-09,shell
Valentine Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/valentine-games,United Kingdom,,,,,2025-09-09,valentine
Vandal Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,vandalgames.net,Canada,,,,,2025-09-09,vandal
VarDragons,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,vardragons.com,United States,,,,,2025-09-09,vardragons
Vasco Games B.V,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,vascogames.com,Netherlands,,,,,2025-09-09,vasco
Vavylon Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,vavylongames.com,France,,,,,2025-09-09,vavylon
Challenger Inte...,9.9,0.0,32.2,0.0,,0.0,0.0,0.0,0.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,challenger inte
VUME Interactive,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,vume.in,India,,,,,2025-09-09,vume
CéiPrime Entertainment,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,ceidot.com,Tuerkiye,,,,,2025-09-09,c iprime
Valiant Esports,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/valiant-esports,India,,,,,2025-09-09,valiant esports
U2 Game Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/u2-studio,Indonesia,,,,,2025-09-09,u2
Coreplay,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,coreplay.de,Germany,,,,,2025-09-09,coreplay
University of Manchester Esports Society,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,uomesports.co.uk,United Kingdom,,,,,2025-09-09,university of manchester esports society
Team Electi,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,electi.org,United Kingdom,,,,,2025-09-09,team electi
Tarhead Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,tarheadstudio.com,Sweden,,,,,2025-09-09,tarhead
Tawasol Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,tawasolgames.com,United Arab Emirates,,,,,2025-09-09,tawasol
Devwoax Pvt,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/devwoax,Pakistan,,,,,2025-09-09,devwoax pvt
Devil's Details,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,devilsdetails.biz,United Kingdom,,,,,2025-09-09,devil details
The Buua Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/thebuuastudios,Spain,,,,,2025-09-09,the buua
SDKgames Africa,9.9,0.0,32.2,0.0,,0.0,0.0,0.0,0.0,59.4,0.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,sdkgames.com,,,,,,2025-09-09,sdkgames africa
The New Resistance,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,thenewresistance.io,United Kingdom,,,,,2025-09-09,the new resistance
Decerto,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,decerto.net,United Kingdom,,,,,2025-09-09,decerto
The Playforge,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,playforgegames.com,United States,,,,,2025-09-09,the playforge
TAILGAMERS,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,tailgamers.com,United States,,,,,2025-09-09,tailgamers
Creative Fun Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,creativefungames.com,India,,,,,2025-09-09,creative fun
Thousand Gears,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,thousandgears.com,United Kingdom,,,,,2025-09-09,thousand gears
SUNY Oswego Video Game Development Association,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/vgda,United States,,,,,2025-09-09,suny oswego video development association
Gestrument,9.9,0.0,32.2,0.0,,0.0,0.0,0.0,0.0,59.4,0.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,gestrument.com,SWE,,,,,2025-09-09,gestrument
Tiny Castle Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,tinycastlestudios.com,United States,,,,,2025-09-09,tiny castle
TM Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/tmstudiosrblx,United States,,,,,2025-09-09,tm
SPILLMAKERLAUGET MIDT,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,spillmakerlauget.no,Norway,,,,,2025-09-09,spillmakerlauget midt
Tradewest Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,tradewest.co.uk,United Kingdom,,,,,2025-09-09,tradewest
GameHUD,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,gamehud.tv,United Kingdom,,,,,2025-09-09,gamehud
Critical Escape,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,criticalescape.games,Germany,,,,,2025-09-09,critical escape
Chamoji,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,chamoji.com,Singapore,,,,,2025-09-09,chamoji
Gardenscapes Free Coins And Stars Generator 2022,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/gardenscapes-free-coins-and-stars-generator-2022,United States,,,,,2025-09-09,gardenscapes free coins and stars generator
New Sin City,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,newsincity.io,United States,,,,,2025-09-09,new sin city
Halflife2.net,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,halflife2.net,United Kingdom,,,,,2025-09-09,halflife2 net
Shining Sunly,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/shining-sunly,United Kingdom,,,,,2025-09-09,shining sunly
Madpix Game Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,madpix.com.br,Brazil,,,,,2025-09-09,madpix
Poly World Game,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,polyworld.com,Australia,,,,,2025-09-09,poly world
Golden Eggs Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,goldeneggsstudio.pl,Poland,,,,,2025-09-09,golden eggs
One Thumb Mobile,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,onethumbmobile.com,United Kingdom,,,,,2025-09-09,one thumb
